input_text	target_text
▁haska ▁akin ra ▁ake ▁ha	▁haska ▁akin ra ▁ake ▁ha
▁hain ora ▁ma	▁hain ora ▁ma
▁nasabain bo ▁bokanke ▁moa	▁nasabain bo ▁bokanke ▁moa
▁hainoa	▁hainoa
▁ainbo ▁ka	▁ainbo ▁ka
▁ainbo ra ▁ika ▁iki	▁ainbo ra ▁ika ▁iki
▁ha ▁ibi ▁ibi ▁ibi ▁oni ▁oni ▁oni ▁ainbo ▁ainbo ▁ibi ▁ibi	▁ha ▁ibi ▁ibi ▁ibi ▁oni ▁oni ▁oni ▁ainbo ▁ainbo ▁ibi ▁ibi
▁ha ▁ikaka ▁ibiri	▁ha ▁ikaka ▁ibiri
▁ibiri	▁ibiri
▁ha ▁ibiri ▁bake ki ▁hain	▁ha ▁ibiri ▁bake ki ▁hain
▁mari ▁pian ohon ▁kai ▁hobo ▁aka ▁hobo ▁aka	▁mari ▁pian ohon ▁kai ▁hobo ▁aka ▁hobo ▁aka
▁hobo ▁ahonka ▁ha ▁mari	▁hobo ▁ahonka ▁ha ▁mari
▁mari ▁mari ▁mana ▁aka ▁hainhon	▁mari ▁mari ▁mana ▁aka ▁hainhon
▁mana ▁aronki	▁mana ▁aronki
▁hatian ▁ha ▁oni ▁pikoina kaini ▁hobo ▁mena ▁pikoina kaini	▁hatian ▁ha ▁oni ▁pikoina kaini ▁hobo ▁mena ▁pikoina kaini
▁haweatiki ▁mi	▁haweatiki ▁mi
▁ewen ▁ewa ▁ane ▁ane beran ai ▁iki	▁ewen ▁ewa ▁ane ▁ane beran ai ▁iki
▁ea ▁rami ▁ea ▁rami ▁akanai	▁ea ▁rami ▁ea ▁rami ▁akanai
▁ena ▁noin ▁chota make ▁rami ▁akan a ▁ea ▁akanai ▁ea ▁mawa ti	▁ena ▁noin ▁chota make ▁rami ▁akan a ▁ea ▁akanai ▁ea ▁mawa ti
▁haweatiki ▁mia ▁ewen ▁ewa ▁ea ▁mia ▁pima tiki ▁ho we ▁mia	▁haweatiki ▁mia ▁ewen ▁ewa ▁ea ▁mia ▁pima tiki ▁ho we ▁mia
▁hatian ▁ainbo ▁boke	▁hatian ▁ainbo ▁boke
▁bohonki ▁ha	▁bohonki ▁ha
▁hain ▁pota bainke	▁hain ▁pota bainke
▁hain ▁pota bain ▁hain ▁awen ▁ewa ki ▁nokoke ▁nokoke	▁hain ▁pota bain ▁hain ▁awen ▁ewa ki ▁nokoke ▁nokoke
▁bakish ▁mena ▁bakish ▁mena ▁kahon ▁hain bi	▁bakish ▁mena ▁bakish ▁mena ▁kahon ▁hain bi
▁ainbo ▁beke	▁ainbo ▁beke
▁behon rokoki ▁aka ▁iki ▁ha	▁behon rokoki ▁aka ▁iki ▁ha
▁ha ▁raka tinin ka ▁raka tinin ▁pani be kona ▁neke ▁rakata	▁ha ▁raka tinin ka ▁raka tinin ▁pani be kona ▁neke ▁rakata
▁hainronki ▁ha ▁ainbo ki ▁ha ▁ibi ▁ka ronki ▁akai	▁hainronki ▁ha ▁ainbo ki ▁ha ▁ibi ▁ka ronki ▁akai
▁neska ke ▁tso min ke	▁neska ke ▁tso min ke
▁neskata ▁iki ▁hain	▁neskata ▁iki ▁hain
▁te ake ▁ainbo ▁ay	▁te ake ▁ainbo ▁ay
▁hatian ▁ha ken ▁ewan	▁hatian ▁ha ken ▁ewan
▁meyamawe ▁hawe tahon ▁mia	▁meyamawe ▁hawe tahon ▁mia
▁piti ▁ahon ▁pi manon ▁meyamawe ▁meyamawe	▁piti ▁ahon ▁pi manon ▁meyamawe ▁meyamawe
▁haskayamawe ▁ha	▁haskayamawe ▁ha
▁haskayamawe ▁titan ▁haskayamawe ▁titan	▁haskayamawe ▁titan ▁haskayamawe ▁titan
▁hene ke ▁titan ▁ayama honi ▁awen ▁awin ka	▁hene ke ▁titan ▁ayama honi ▁awen ▁awin ka
▁ainoa ▁moa ▁bake ▁ake ▁bake ▁ahon	▁ainoa ▁moa ▁bake ▁ake ▁bake ▁ahon
▁ha ▁bake ▁pikoke ▁ha ▁bake	▁ha ▁bake ▁pikoke ▁ha ▁bake
▁ha ▁bake ▁pikota ▁iki ▁ika ▁ibi kan ka	▁ha ▁bake ▁pikota ▁iki ▁ika ▁ibi kan ka
▁ha ▁bake ▁pikota ▁neno ▁neskara	▁ha ▁bake ▁pikota ▁neno ▁neskara
▁bashpá ▁bashpá ▁mena ka ▁mena ▁neno ka ▁bashpá	▁bashpá ▁bashpá ▁mena ka ▁mena ▁neno ka ▁bashpá
▁tsa ohon ribika ▁hi mi ▁ha ▁hi mi ▁bocho ketian ▁riki	▁tsa ohon ribika ▁hi mi ▁ha ▁hi mi ▁bocho ketian ▁riki
▁aka ▁kapohon ▁aka ▁kapohon ▁kapohon	▁aka ▁kapohon ▁aka ▁kapohon ▁kapohon
▁kapohon ▁ma za mo r ra	▁kapohon ▁ma za mo r ra
▁kapohon ▁akai	▁kapohon ▁akai
▁akai	▁akai
▁ha ▁pi kinka	▁ha ▁pi kinka
▁ha ▁honi ▁ma ▁bake ▁ake	▁ha ▁honi ▁ma ▁bake ▁ake
▁ha ▁ma ▁bake ▁ake	▁ha ▁ma ▁bake ▁ake
▁bakea ▁riki ▁ani ▁xea tiki	▁bakea ▁riki ▁ani ▁xea tiki
▁ani ▁xeati ▁ha	▁ani ▁xeati ▁ha
▁ani ▁mapo ▁ani ▁mena ▁xeati ▁aka	▁ani ▁mapo ▁ani ▁mena ▁xeati ▁aka
▁en ▁karo ▁bi batanon	▁en ▁karo ▁bi batanon
▁bake ▁bake ▁toahonwe ▁toahonwe	▁bake ▁bake ▁toahonwe ▁toahonwe
▁ea ▁bake ▁toahonwe	▁ea ▁bake ▁toahonwe
▁hain ▁iki ▁ka ▁karo ▁bi kanke	▁hain ▁iki ▁ka ▁karo ▁bi kanke
▁kahon roko ▁aka	▁kahon roko ▁aka
▁a ▁bakeheko	▁a ▁bakeheko
▁haka ▁to eni ▁to eni ▁ika ▁ha ▁ohon ▁ma	▁haka ▁to eni ▁to eni ▁ika ▁ha ▁ohon ▁ma
▁toa ▁riki ▁nato ▁ainbo ▁ainbo ▁ewen ▁bake ▁tae	▁toa ▁riki ▁nato ▁ainbo ▁ainbo ▁ewen ▁bake ▁tae
▁tae ▁pikoina ▁kawan ke	▁tae ▁pikoina ▁kawan ke
▁pikoina ▁kai	▁pikoina ▁kai
▁mira ▁bake ▁pia ranke	▁mira ▁bake ▁pia ranke
▁ha kati ka ▁awen ▁tita ▁bi kasi ▁pis ▁pis ▁pis ▁pis	▁ha kati ka ▁awen ▁tita ▁bi kasi ▁pis ▁pis ▁pis ▁pis
▁kan eke ▁bi kin ▁kan eke ▁hatianka ▁aaa	▁kan eke ▁bi kin ▁kan eke ▁hatianka ▁aaa
▁awen ▁bene ▁shinani ▁kake	▁awen ▁bene ▁shinani ▁kake
▁hatian ▁ha	▁hatian ▁ha
▁hainhon ra ▁akai ▁tita ra ▁bake ▁pike	▁hainhon ra ▁akai ▁tita ra ▁bake ▁pike
▁mi ▁ewanra ▁mi ▁ewanra ▁mi ▁ewanra ▁ma ▁bake ▁pike ▁akai	▁mi ▁ewanra ▁mi ▁ewanra ▁mi ▁ewanra ▁ma ▁bake ▁pike ▁akai
▁hainoah ki ▁ha	▁hainoah ki ▁ha
▁awen ▁tita ki ▁sin ake	▁awen ▁tita ki ▁sin ake
▁ha ▁mara ▁tita ▁tita ▁marei ▁kai	▁ha ▁mara ▁tita ▁tita ▁marei ▁kai
▁ohonki ▁ha ▁ibi ▁ibi ki ▁chorish	▁ohonki ▁ha ▁ibi ▁ibi ki ▁chorish
▁hoa ▁riki ▁tasti ▁tasti keska	▁hoa ▁riki ▁tasti ▁tasti keska
▁ohonki ▁ake ▁ma	▁ohonki ▁ake ▁ma
▁ramara ▁ma ▁akai ▁non ▁ake	▁ramara ▁ma ▁akai ▁non ▁ake
▁nokon ▁bake ▁pike	▁nokon ▁bake ▁pike
▁toh	▁toh
▁ya mai ▁chorish ▁rete yamai	▁ya mai ▁chorish ▁rete yamai
▁ramara ▁mia ▁chachi ai ▁neno ▁tsan ▁ake	▁ramara ▁mia ▁chachi ai ▁neno ▁tsan ▁ake
▁tasti keska ▁tsan ▁aka ▁iyamai	▁tasti keska ▁tsan ▁aka ▁iyamai
▁ainoa ▁akan	▁ainoa ▁akan
▁ari bai ka	▁ari bai ka
▁hatibi ▁ha ▁mashpi ▁noa ran ai ▁neska ▁ta shka kin	▁hatibi ▁ha ▁mashpi ▁noa ran ai ▁neska ▁ta shka kin
▁tsan ▁iresi	▁tsan ▁iresi
▁kayamai ▁rah ▁rah ▁iresi	▁kayamai ▁rah ▁rah ▁iresi
▁chorish	▁chorish
▁anoi ▁ramara ▁mia ▁anoi ra	▁anoi ▁ramara ▁mia ▁anoi ra
▁anoi ▁anoi	▁anoi ▁anoi
▁ashi ▁ashi ▁ashi	▁ashi ▁ashi ▁ashi
▁a shin ka	▁a shin ka
▁ha ▁an oa bi ▁kayamai	▁ha ▁an oa bi ▁kayamai
▁ramara ▁mia ▁chin oai ▁nato ▁po in ▁here	▁ramara ▁mia ▁chin oai ▁nato ▁po in ▁here
▁po in ▁here ▁akabi ▁kayamai	▁po in ▁here ▁akabi ▁kayamai
▁hatian ▁ibiri ka ▁yoike	▁hatian ▁ibiri ka ▁yoike
▁ha ▁karo ▁min ▁karo ▁behon	▁ha ▁karo ▁min ▁karo ▁behon
▁atsa mahon ▁ma	▁atsa mahon ▁ma
▁ha ▁hena ▁hena ▁awen ▁hena	▁ha ▁hena ▁hena ▁awen ▁hena
▁a ▁ren ▁awe ▁a ▁ren ▁awe	▁a ▁ren ▁awe ▁a ▁ren ▁awe
▁akin ▁ha ▁ren ▁ake	▁akin ▁ha ▁ren ▁ake
▁f ue go ▁f ue go ▁akaka	▁f ue go ▁f ue go ▁akaka
▁aka ▁iki ▁a	▁aka ▁iki ▁a
▁ahonkin ▁ha	▁ahonkin ▁ha
▁ena ▁shinani ra ▁kokabo	▁ena ▁shinani ra ▁kokabo
▁kokabo ▁oai	▁kokabo ▁oai
▁oai ▁ikai	▁oai ▁ikai
▁icha ▁nokon ▁kokabo ra ▁oai	▁icha ▁nokon ▁kokabo ra ▁oai
▁neno ▁hon ena honwe ▁akin ▁akai ▁awen ▁ewan ▁yoike	▁neno ▁hon ena honwe ▁akin ▁akai ▁awen ▁ewan ▁yoike
▁ea ▁shinani ▁hoai ▁neno ▁hon ena hani	▁ea ▁shinani ▁hoai ▁neno ▁hon ena hani
▁min ▁ainbo betan ▁hain ▁nia kanwe	▁min ▁ainbo betan ▁hain ▁nia kanwe
▁ainoa ra ▁ika ▁iki ▁ha	▁ainoa ra ▁ika ▁iki ▁ha
▁tirin ▁tirin ▁ren ▁iki ▁ren ▁iketian	▁tirin ▁tirin ▁ren ▁iki ▁ren ▁iketian
▁awen ▁tita ▁wake ta ▁hena ▁mena ▁potake	▁awen ▁tita ▁wake ta ▁hena ▁mena ▁potake
▁hena ▁mena ▁potake	▁hena ▁mena ▁potake
▁potake ▁hain	▁potake ▁hain
▁hainoa ▁ikai ▁iki ▁hain	▁hainoa ▁ikai ▁iki ▁hain
▁ha ▁tirin ▁ha ▁ren ▁iki ▁ha ▁ren ▁iki ▁ren ▁iki	▁ha ▁tirin ▁ha ▁ren ▁iki ▁ha ▁ren ▁iki ▁ren ▁iki
▁ren ▁iki ▁toh	▁ren ▁iki ▁toh
▁yawish	▁yawish
▁yawish ▁pikoti	▁yawish ▁pikoti
▁ainoa ▁ika ▁iki ▁toh ▁mo te lo ▁mo te lo ▁kai	▁ainoa ▁ika ▁iki ▁toh ▁mo te lo ▁mo te lo ▁kai
▁hainoa ▁ika ▁iki ▁toh	▁hainoa ▁ika ▁iki ▁toh
▁ani ▁yawish ▁pano ▁pano ▁pano ▁pano ▁akaka ▁yan kon to ro	▁ani ▁yawish ▁pano ▁pano ▁pano ▁pano ▁akaka ▁yan kon to ro
▁pano	▁pano
▁hainoa	▁hainoa
▁ha ▁toh	▁ha ▁toh
▁ka pé	▁ka pé
▁hatibi ▁ma ▁yoinai	▁hatibi ▁ma ▁yoinai
▁ka pé ka ina ▁hain ▁kai	▁ka pé ka ina ▁hain ▁kai
▁hainoah ra ▁aka ▁iki ▁ha	▁hainoah ra ▁aka ▁iki ▁ha
▁hainoah ra	▁hainoah ra
▁ha ▁ti gre ▁ti gre ka	▁ha ▁ti gre ▁ti gre ka
▁ha ▁ino ▁ino boki ▁ma ▁oai ▁ma	▁ha ▁ino ▁ino boki ▁ma ▁oai ▁ma
▁moa ▁bake ▁hon eta	▁moa ▁bake ▁hon eta
▁ha on o ri ▁ha ▁nachi ▁peh ▁nachi ▁peh ▁nachi ▁peh ▁nachi ▁peh	▁ha on o ri ▁ha ▁nachi ▁peh ▁nachi ▁peh ▁nachi ▁peh ▁nachi ▁peh
▁ha ▁wetsa ▁kentsin	▁ha ▁wetsa ▁kentsin
▁ken ts inki ▁aska ribi ▁nachi ▁peh ▁nachi ▁peh ▁nachi ▁peh	▁ken ts inki ▁aska ribi ▁nachi ▁peh ▁nachi ▁peh ▁nachi ▁peh
▁a ▁wetsa hako ribika	▁a ▁wetsa hako ribika
▁oribake ▁nachi ▁peh ▁nachi ▁peh ▁nachi ▁peh ▁nachi ▁peh	▁oribake ▁nachi ▁peh ▁nachi ▁peh ▁nachi ▁peh ▁nachi ▁peh
▁oinaka ▁hain	▁oinaka ▁hain
▁hain ▁tsama kana	▁hain ▁tsama kana
▁wini kani ▁tsama kana	▁wini kani ▁tsama kana
▁awen ▁nachi ▁shinani	▁awen ▁nachi ▁shinani
▁hain ▁tsama ▁kahonki ▁aka ▁iki	▁hain ▁tsama ▁kahonki ▁aka ▁iki
▁aka ▁tsama ka	▁aka ▁tsama ka
▁ha ▁aka ▁iki ▁hainoa	▁ha ▁aka ▁iki ▁hainoa
▁ma ▁bokani ka	▁ma ▁bokani ka
▁ma ▁kai ▁ma ▁kai ▁ma ▁kai ▁ino ▁kai ▁ke tsin	▁ma ▁kai ▁ma ▁kai ▁ma ▁kai ▁ino ▁kai ▁ke tsin
▁hainoah ▁riki ▁poi	▁hainoah ▁riki ▁poi
▁poi ▁ika	▁poi ▁ika
▁hainoah ▁poi ▁ikai	▁hainoah ▁poi ▁ikai
▁poi ▁ikai ▁ha	▁poi ▁ikai ▁ha
▁ha ▁kentsin ▁mia ▁iriba we ▁poi ribi we	▁ha ▁kentsin ▁mia ▁iriba we ▁poi ribi we
▁ha ▁ke tsin ▁poi ribike	▁ha ▁ke tsin ▁poi ribike
▁poi aki ▁ha ▁xaobires ▁poi ▁ha	▁poi aki ▁ha ▁xaobires ▁poi ▁ha
▁hao bires ▁maka ▁xaobires ▁maka ▁xaobires ▁poi ai	▁hao bires ▁maka ▁xaobires ▁maka ▁xaobires ▁poi ai
▁ha ▁wetsa ▁con e jo keska shoko ▁miaribi ▁iriba we	▁ha ▁wetsa ▁con e jo keska shoko ▁miaribi ▁iriba we
▁haka ▁toh ▁haka ▁poi ribike	▁haka ▁toh ▁haka ▁poi ribike
▁haka ▁poi aka ▁toh ko ▁mi shtin hiko	▁haka ▁poi aka ▁toh ko ▁mi shtin hiko
▁kentsin ▁poi ▁bi tankin	▁kentsin ▁poi ▁bi tankin
▁haka ▁chi ran ta me ti	▁haka ▁chi ran ta me ti
▁kentsin ▁poi ▁bi tan	▁kentsin ▁poi ▁bi tan
▁haska tian ka ▁ha ▁ino ▁ha	▁haska tian ka ▁ha ▁ino ▁ha
▁ha ▁ya tan kasika ▁haton ▁rete kasika ▁a ▁bi ma ▁ikebetin	▁ha ▁ya tan kasika ▁haton ▁rete kasika ▁a ▁bi ma ▁ikebetin
▁ha ▁ya tan kasika ▁ino ▁keneke ▁ha	▁ha ▁ya tan kasika ▁ino ▁keneke ▁ha
▁ha ▁kai	▁ha ▁kai
▁ha ▁o tsa	▁ha ▁o tsa
▁o tsa	▁o tsa
▁ha ▁kake ▁ha ▁ma	▁ha ▁kake ▁ha ▁ma
▁ha ▁s ene mea ▁ika ▁iki ▁ha	▁ha ▁s ene mea ▁ika ▁iki ▁ha
▁hainoa hka ▁moa ▁bokani ka ▁neke	▁hainoa hka ▁moa ▁bokani ka ▁neke
▁neke	▁neke
▁neke ▁ino ▁wini ▁wini bain kani ▁ino	▁neke ▁ino ▁wini ▁wini bain kani ▁ino
▁awen ▁nachi ▁shinani ▁wini ▁wini baini ▁bokana	▁awen ▁nachi ▁shinani ▁wini ▁wini baini ▁bokana
▁haskara ▁aronki ▁ika ▁iki	▁haskara ▁aronki ▁ika ▁iki
▁hain ▁riki ▁moa ▁keyo ta ▁hain ▁riki ▁moa	▁hain ▁riki ▁moa ▁keyo ta ▁hain ▁riki ▁moa
▁westiora ▁honi ra ▁iriba ▁iki ▁yawish	▁westiora ▁honi ra ▁iriba ▁iki ▁yawish
▁yawish ▁penaha kin	▁yawish ▁penaha kin
▁yawish ▁pena hake	▁yawish ▁pena hake
▁penaha kin ▁ha	▁penaha kin ▁ha
▁hakonshaman ki ▁ha ▁here ▁here ▁hakon ▁aki	▁hakonshaman ki ▁ha ▁here ▁here ▁hakon ▁aki
▁hakonshaman ▁ahon	▁hakonshaman ▁ahon
▁hainki ▁ha ▁epaha ▁manei ▁epaha ▁manei ▁manei	▁hainki ▁ha ▁epaha ▁manei ▁epaha ▁manei ▁manei
▁man e kinka ▁manei	▁man e kinka ▁manei
▁haka ▁epaha ▁ma ▁bospi	▁haka ▁epaha ▁ma ▁bospi
▁bospi	▁bospi
▁bospi tika	▁bospi tika
▁haka ▁itian	▁haka ▁itian
▁westiora ▁bakerano ▁ika ▁iki ▁moa ▁bakerano ▁moa ▁bakerano	▁westiora ▁bakerano ▁ika ▁iki ▁moa ▁bakerano ▁moa ▁bakerano
▁en ka ▁mare bainki ▁en ▁mare bainki	▁en ka ▁mare bainki ▁en ▁mare bainki
▁hainki ▁te cha ke ▁te cha ke	▁hainki ▁te cha ke ▁te cha ke
▁haka ▁pari cha keska ▁tapo ▁aki ▁tapo ▁aki	▁haka ▁pari cha keska ▁tapo ▁aki ▁tapo ▁aki
▁ha ▁yawish ▁aronki ▁po tai bires	▁ha ▁yawish ▁aronki ▁po tai bires
▁non ▁yawish ▁akai	▁non ▁yawish ▁akai
▁nato ▁yawish ▁kai	▁nato ▁yawish ▁kai
▁hain ▁riki ▁ha ▁yawish ▁chiban i	▁hain ▁riki ▁ha ▁yawish ▁chiban i
▁yawish ▁chiban i ▁oni ▁kake	▁yawish ▁chiban i ▁oni ▁kake
▁haka ▁ma	▁haka ▁ma
▁ha ▁yawish ▁ibo ka ▁ma	▁ha ▁yawish ▁ibo ka ▁ma
▁ma ▁ka ▁weni ▁weni ▁iki ▁weni ▁weni ▁iki	▁ma ▁ka ▁weni ▁weni ▁iki ▁weni ▁weni ▁iki
▁hainra ▁kai	▁hainra ▁kai
▁hainra ▁ma	▁hainra ▁ma
▁ha ▁ka ▁ma ▁ma ▁kai	▁ha ▁ka ▁ma ▁ma ▁kai
▁ma ki ▁más ▁más ▁ma ▁p ini ▁yawish ribi ▁p ini ▁ma	▁ma ki ▁más ▁más ▁ma ▁p ini ▁yawish ribi ▁p ini ▁ma
▁ma ▁machi ▁mapo i ▁machi ▁inai ▁machi ▁inai ribi	▁ma ▁machi ▁mapo i ▁machi ▁inai ▁machi ▁inai ribi
▁neska tibi ▁ha ▁mas o ▁mas o ▁natoti ▁nenké	▁neska tibi ▁ha ▁mas o ▁mas o ▁natoti ▁nenké
▁pota reski ▁nato ▁mapoki ▁toh ▁neska ti ▁yawish	▁pota reski ▁nato ▁mapoki ▁toh ▁neska ti ▁yawish
▁ma ▁reteke	▁ma ▁reteke
▁ha ▁yawish ▁reteke	▁ha ▁yawish ▁reteke
▁ain honki ▁kenake ▁hoho ho	▁ain honki ▁kenake ▁hoho ho
▁ha ▁yawish ▁beke	▁ha ▁yawish ▁beke
▁a ▁yawish ▁beke ▁mara ▁en ▁mareke	▁a ▁yawish ▁beke ▁mara ▁en ▁mareke
▁moa ▁ka ▁weni ▁weni ▁iki ▁weni ▁weni ▁iki	▁moa ▁ka ▁weni ▁weni ▁iki ▁weni ▁weni ▁iki
▁ha ▁yawish	▁ha ▁yawish
▁non biri ▁yawish ▁yawish	▁non biri ▁yawish ▁yawish
▁ha ▁aka ▁ma ▁ohon ▁rakata	▁ha ▁aka ▁ma ▁ohon ▁rakata
▁moara ▁reteke ▁nato ▁riki	▁moara ▁reteke ▁nato ▁riki
▁hatian bi ▁ha ▁beke	▁hatian bi ▁ha ▁beke
▁ha ▁yawish ▁beke ▁ma ▁reteke	▁ha ▁yawish ▁beke ▁ma ▁reteke
▁hainres ▁riki ▁moa ▁ma ▁yama ▁moa	▁hainres ▁riki ▁moa ▁ma ▁yama ▁moa
▁hainres ▁riki ▁moa	▁hainres ▁riki ▁moa
▁hainoa ▁westiora ▁honi	▁hainoa ▁westiora ▁honi
▁westiora ▁honi ka	▁westiora ▁honi ka
▁awin ▁awin ▁awin ▁bian kana	▁awin ▁awin ▁awin ▁bian kana
▁bian kanaka	▁bian kanaka
▁bian kanaka ▁ika ▁iki ▁ha ▁bi cho ▁xo bon ▁yaka ▁ya kati ka	▁bian kanaka ▁ika ▁iki ▁ha ▁bi cho ▁xo bon ▁yaka ▁ya kati ka
▁ainoa ribi ▁ika ▁iki ▁ha	▁ainoa ribi ▁ika ▁iki ▁ha
▁horo ▁horo ka ▁horo ▁horo ▁horo ▁horo	▁horo ▁horo ka ▁horo ▁horo ▁horo ▁horo
▁horo ▁horo ▁horo ▁horo ▁iki ▁ninkati ▁horo	▁horo ▁horo ▁horo ▁horo ▁iki ▁ninkati ▁horo
▁horo ▁retenon ▁oni we ▁horo ▁akai	▁horo ▁retenon ▁oni we ▁horo ▁akai
▁oni we ▁horo ▁akai	▁oni we ▁horo ▁akai
▁haskara bi ▁hain	▁haskara bi ▁hain
▁hain ▁wewa	▁hain ▁wewa
▁wewa ketian ▁ha ▁honibo ▁tsama beran i	▁wewa ketian ▁ha ▁honibo ▁tsama beran i
▁hawekeska ▁honi ri ▁mato ▁iketian ▁ha ▁min ▁ea ▁aw anke ▁ho ron	▁hawekeska ▁honi ri ▁mato ▁iketian ▁ha ▁min ▁ea ▁aw anke ▁ho ron
▁non ▁nawa ▁retenon ▁honi we ▁ea ▁min ▁akin ▁aw anke	▁non ▁nawa ▁retenon ▁honi we ▁ea ▁min ▁akin ▁aw anke
▁horo ribi ▁e ▁aw ana ▁ea ▁riki ▁ea ▁iki betin	▁horo ribi ▁e ▁aw ana ▁ea ▁riki ▁ea ▁iki betin
▁kahon ▁akai ▁naton ▁ointanwe	▁kahon ▁akai ▁naton ▁ointanwe
▁haka ▁nawa ▁oini ▁kai ▁nawa ▁oini ▁kahon ▁kai ▁ha	▁haka ▁nawa ▁oini ▁kai ▁nawa ▁oini ▁kahon ▁kai ▁ha
▁neska rai ▁ha ▁oini	▁neska rai ▁ha ▁oini
▁oinaka ▁barian ▁noi ▁noi tian ▁hain ▁ika ni	▁oinaka ▁barian ▁noi ▁noi tian ▁hain ▁ika ni
▁ha ▁ha ▁oin tan ▁oini ▁hoai	▁ha ▁ha ▁oin tan ▁oini ▁hoai
▁habon keska ▁habon ▁habon ▁habon ▁habon ▁ikai ▁iki	▁habon keska ▁habon ▁habon ▁habon ▁habon ▁ikai ▁iki
▁habon ▁habon ▁ika ▁iki ▁habon	▁habon ▁habon ▁ika ▁iki ▁habon
▁ha ▁ho ketian ki ▁natora	▁ha ▁ho ketian ki ▁natora
▁barian ▁barian ▁noi res	▁barian ▁barian ▁noi res
▁oni ▁tsama ta ▁riki	▁oni ▁tsama ta ▁riki
▁hara ▁habon ▁habon ▁nawa ▁iki ▁ha ▁atima ▁riki	▁hara ▁habon ▁habon ▁nawa ▁iki ▁ha ▁atima ▁riki
▁hakonma ▁honibo ▁riki ▁ha ▁atima ▁riki ▁hain ▁karibake	▁hakonma ▁honibo ▁riki ▁ha ▁atima ▁riki ▁hain ▁karibake
▁kahonki ▁oina	▁kahonki ▁oina
▁ha ▁nokoa bika	▁ha ▁nokoa bika
▁hato ▁ointanwe ▁karibake	▁hato ▁ointanwe ▁karibake
▁kahonki ▁aka ▁iki	▁kahonki ▁aka ▁iki
▁haka ▁tapas	▁haka ▁tapas
▁tapas	▁tapas
▁tapas ▁riki ▁non ▁neskara ▁tapas	▁tapas ▁riki ▁non ▁neskara ▁tapas
▁tapas ▁mena ra ▁ha ▁honi ▁tsama ke ▁i ronki ▁hara ▁tapas	▁tapas ▁mena ra ▁ha ▁honi ▁tsama ke ▁i ronki ▁hara ▁tapas
▁ha ▁atima ▁riki ▁hara ▁hakonma ▁honi ▁iki	▁ha ▁atima ▁riki ▁hara ▁hakonma ▁honi ▁iki
▁ain ▁karibake	▁ain ▁karibake
▁kahonki	▁kahonki
▁nato ▁ointanwe	▁nato ▁ointanwe
▁hain ▁karibake ▁honi	▁hain ▁karibake ▁honi
▁ha ▁ahonki ▁ha	▁ha ▁ahonki ▁ha
▁natora ▁o xa	▁natora ▁o xa
▁oha bo riki	▁oha bo riki
▁oha	▁oha
▁oha ▁nohron ▁iki ▁nohron ▁iki ▁nohron ▁iki	▁oha ▁nohron ▁iki ▁nohron ▁iki ▁nohron ▁iki
▁haka ra ▁haka ra ▁rete tiki	▁haka ra ▁haka ra ▁rete tiki
▁ha ▁yamé banon ▁neskara ▁ma	▁ha ▁yamé banon ▁neskara ▁ma
▁ma ▁oha kanaka	▁ma ▁oha kanaka
▁oha kana ▁ika ▁iki	▁oha kana ▁ika ▁iki
▁hainki ▁aka ▁iki ▁ha ▁oha kan ketian ▁honi	▁hainki ▁aka ▁iki ▁ha ▁oha kan ketian ▁honi
▁pianki ▁pianki ▁pianki ▁iki ▁cha	▁pianki ▁pianki ▁pianki ▁iki ▁cha
▁hainka ▁ha ▁winon ▁winon ▁mare ▁mare ti	▁hainka ▁ha ▁winon ▁winon ▁mare ▁mare ti
▁winon ▁mare ai	▁winon ▁mare ai
▁hainoa ki ▁ha	▁hainoa ki ▁ha
▁ha ▁ishton ka inki ▁ha	▁ha ▁ishton ka inki ▁ha
▁yamé ▁yamé ▁iketian ▁ha	▁yamé ▁yamé ▁iketian ▁ha
▁bakish ▁iketian ▁ori ▁ori ▁kati ▁atipan yamake ▁ha ▁bakish	▁bakish ▁iketian ▁ori ▁ori ▁kati ▁atipan yamake ▁ha ▁bakish
▁atipan yamake ▁ma ▁on on	▁atipan yamake ▁ma ▁on on
▁neska ribi ▁ka ▁ono ka	▁neska ribi ▁ka ▁ono ka
▁hatian ▁ha ▁on tan ▁on tan me i ▁ha	▁hatian ▁ha ▁on tan ▁on tan me i ▁ha
▁kahonki ▁oni ▁toh	▁kahonki ▁oni ▁toh
▁ono ▁wetsa ▁iketian ki ▁ha ▁toh	▁ono ▁wetsa ▁iketian ki ▁ha ▁toh
▁a ▁bakish ▁mena	▁a ▁bakish ▁mena
▁hainka ▁hainka ▁ha ▁oni ▁rete pakeke	▁hainka ▁hainka ▁ha ▁oni ▁rete pakeke
▁rete pake honki ▁aka ▁iki	▁rete pake honki ▁aka ▁iki
▁ha ▁nato ▁honi ▁mapo ▁te sh tehon	▁ha ▁nato ▁honi ▁mapo ▁te sh tehon
▁te sh teke ▁bohka ▁ma ▁iki ▁bohka	▁te sh teke ▁bohka ▁ma ▁iki ▁bohka
▁ha ▁bo kinka ▁wetsa he ma ▁bo kin	▁ha ▁bo kinka ▁wetsa he ma ▁bo kin
▁haka ▁ma ▁ha ▁bohonki ▁aka ▁iki ▁ha ▁nawa ▁rete kan an ▁riki	▁haka ▁ma ▁ha ▁bohonki ▁aka ▁iki ▁ha ▁nawa ▁rete kan an ▁riki
